id,name,title,imdb_score,tmdb_score,imdb_votes,tmdb_popularity,nor_imdb_vote,nor_tmdb_popularity,weighted_average_popularity
tm335263,Lorene Machado,Kathleen Madigan: Bothering Jesus,,6.6,2591.0,1.646,0.48,0.42,0.45
tm224377,Jerrold Tarog,Heneral Luna,7.3,7.8,2132.0,3.448,0.46,0.48,0.47
tm242755,Lee Kirk,Ordinary World,5.5,6.0,3106.0,5.993,0.49,0.52,0.5
tm241998,Ashutosh Gowariker,Mohenjo Daro,5.6,6.5,11693.0,8.73,0.6,0.55,0.57
tm208628,Zoya Akhtar,Dil Dhadakne Do,7.0,6.8,17581.0,8.46,0.63,0.55,0.59
tm242646,Kike Maíllo,Toro,5.9,6.0,3256.0,8.146,0.5,0.55,0.52
tm242687,Pieter Kuijpers,Riphagen the Untouchable,7.1,6.5,7800.0,8.67,0.56,0.55,0.56
tm208713,Radha Krishna Jagarlamudi,Gabbar Is Back,7.1,7.2,24975.0,7.397,0.65,0.54,0.6
tm220317,Jay Karas,Demetri Martin: Live (At The Time),7.4,7.0,2207.0,2.887,0.47,0.46,0.46
tm421855,,4K Fireplace,7.7,6.8,49.0,0.738,0.18,0.35,0.26
tm267948,Roger Gual,7 Years,6.7,6.3,4961.0,6.603,0.53,0.53,0.53
tm219817,Meghna Gulzar,Talvar,8.1,7.5,34943.0,9.212,0.68,0.56,0.62
tm201365,Karan Malhotra,Brothers,6.4,6.6,13003.0,5.554,0.6,0.52,0.56
tm281182,Manny Rodriguez,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,7.4,7.2,2566.0,3.047,0.48,0.47,0.48
tm233843,Luv Ranjan,Pyaar Ka Punchnama 2,7.3,7.0,15216.0,3.924,0.62,0.49,0.55
tm211461,Nabil Ayouch,Much Loved,6.2,6.0,2772.0,5.794,0.48,0.52,0.5
tm199987,John Asher,Ralphie May: Unruly,,4.9,2591.0,2.349,0.48,0.45,0.46
tm232710,Cathy Garcia-Molina,A Second Chance,8.6,7.1,47.0,2.752,0.17,0.46,0.32
tm244638,Karl Mueller,Rebirth,4.9,4.7,5290.0,8.68,0.53,0.55,0.54
tm451222,Sam Loh,Lang Tong,4.8,4.0,337.0,3.909,0.32,0.49,0.4
tm195870,J. Davis,Manson Family Vacation,5.8,5.9,2995.0,6.451,0.49,0.53,0.51
tm221883,Allan Ungar,Gridlocked,5.8,5.8,4604.0,14.458,0.52,0.59,0.55
tm239635,Sam Wrench,Jimmy Carr: Funny Business,7.2,6.9,4356.0,5.549,0.52,0.52,0.52
tm198496,Aziz Ansari,Aziz Ansari: Live at Madison Square Garden,6.6,6.7,3266.0,4.73,0.5,0.5,0.5
tm245102,Isa Campo,The Next Skin,6.2,5.8,1820.0,5.453,0.45,0.52,0.48
tm245102,Isaki Lacuesta,The Next Skin,6.2,5.8,1820.0,5.453,0.45,0.52,0.48
tm215054,Phil Joanou,Chris Tucker: Live,6.3,6.0,1955.0,5.362,0.46,0.51,0.48
tm271839,Marcus Raboy,"Dana Carvey: Straight White Male, 60",6.5,6.3,1528.0,2.747,0.44,0.46,0.45
tm245297,Jonathan Demme,Justin Timberlake + The Tennessee Kids,7.6,7.6,2191.0,3.257,0.47,0.47,0.47
tm266629,David Higby,Russell Peters: Almost Famous,6.6,6.6,1905.0,2.156,0.46,0.44,0.45
tm220473,Jay Chapman,Colin Quinn: Unconstitutional,7.1,6.9,478.0,2.333,0.35,0.45,0.4
tm245148,Ryan Polito,Jim Jefferies: Freedumb,7.7,7.3,5420.0,4.802,0.54,0.5,0.52
tm274053,Alexandre Lehmann,Asperger's Are Us,6.6,5.9,737.0,2.227,0.38,0.44,0.41
tm239762,Joe Berlinger,Tony Robbins: I Am Not Your Guru,6.6,6.6,4391.0,6.569,0.52,0.53,0.52
tm197503,Harshavardhan Kulkarni,Hunterrr,7.0,6.2,6262.0,2.332,0.55,0.45,0.5
tm201906,Felix van Groeningen,Belgica,6.7,5.9,4519.0,4.889,0.52,0.51,0.52
tm233344,Shakun Batra,Kapoor & Sons,7.7,7.0,26130.0,8.129,0.66,0.55,0.6
tm240162,Abhishek Chaubey,Udta Punjab,7.7,7.2,30276.0,8.861,0.67,0.55,0.61
tm211478,Imtiaz Ali,Tamasha,7.3,6.6,27331.0,6.88,0.66,0.53,0.6
tm244758,Vadim Jean,Breaking the Bank,4.8,4.5,939.0,3.056,0.4,0.47,0.44
tm321189,Mariano Cohn,All About Asado,6.5,6.1,579.0,1.802,0.36,0.43,0.4
tm321189,Gastón Duprat,All About Asado,6.5,6.1,579.0,1.802,0.36,0.43,0.4
tm245722,Xavier Manrique,Chronically Metropolitan,4.9,5.3,1525.0,3.964,0.44,0.49,0.46
tm282915,Namimi Sanjo,Fate/Grand Order: First Order,5.7,6.8,896.0,12.341,0.4,0.58,0.49
tm232931,Lance Bangs,Hannibal Buress: Comedy Camisado,6.6,6.4,1520.0,4.087,0.44,0.49,0.46
tm227922,Jay Karas,Anjelah Johnson: Not Fancy,5.7,4.8,701.0,2.405,0.38,0.45,0.42
tm272854,Abhinay Deo,Force 2,6.2,6.6,5550.0,5.209,0.54,0.51,0.52
tm233015,Abhishek Kapoor,Fitoor,5.4,5.8,4840.0,5.517,0.53,0.52,0.52
tm139590,Wilson Yip,Triumph in the Skies,4.3,4.2,377.0,1.835,0.33,0.43,0.38
tm139590,Matt Chow,Triumph in the Skies,4.3,4.2,377.0,1.835,0.33,0.43,0.38
tm242422,Jalil Lespert,In the Shadow of Iris,6.1,5.844,4275.0,8.117,0.52,0.55,0.54
tm252245,Orlando von Einsiedel,The White Helmets,,7.4,2591.0,5.399,0.48,0.51,0.5
tm193211,Mahsun Kırmızıgül,Mucize,7.6,7.2,12593.0,6.24,0.6,0.53,0.56
tm270555,Richard Ladkani,The Ivory Game,7.9,7.6,3243.0,3.919,0.5,0.49,0.5
tm270555,Kief Davidson,The Ivory Game,7.9,7.6,3243.0,3.919,0.5,0.49,0.5
tm236999,Miguel Ángel Lamata,Our Lovers,6.7,7.2,4228.0,17.857,0.52,0.61,0.56
tm233570,Wenn V. Deramas,Beauty and the Bestie,4.6,4.8,297.0,2.213,0.31,0.44,0.38
tm233023,Jay Karas,Tom Segura: Mostly Stories,7.5,7.1,3653.0,2.89,0.51,0.46,0.48
tm233023,Rami Hachache,Tom Segura: Mostly Stories,7.5,7.1,3653.0,2.89,0.51,0.46,0.48
tm193388,Nagesh Kukunoor,Dhanak,7.9,7.5,3893.0,2.918,0.51,0.46,0.48
tm234466,Lô Politi,Jonah,5.4,6.0,230.0,3.125,0.29,0.47,0.38
tm376111,Jean-Claude La Marre,Chocolate City: Vegas Strip,3.7,6.5,303.0,4.126,0.31,0.49,0.4
tm239769,Justin Krook,I'll Sleep When I'm Dead,6.6,6.5,1364.0,3.096,0.43,0.47,0.45
tm540757,Bhavin Wadia,Project Marathwada,6.5,,90.0,1.147,0.22,0.39,0.3
tm207668,Remo D'Souza,ABCD 2,5.4,5.6,6424.0,4.913,0.55,0.51,0.53
tm228839,Cem Yılmaz,Ali Baba and the 7 Dwarfs,5.6,5.2,20155.0,3.728,0.64,0.48,0.56
tm233366,Ribhu Dasgupta,Te3n,7.3,6.9,12816.0,10.676,0.6,0.57,0.58
tm230524,Guilherme Fontes,"Chatô, The King of Brazil",5.4,5.1,19.0,2.234,0.1,0.44,0.27
tm233157,Gary Wang,The Guardian Brothers,5.4,5.8,2121.0,16.724,0.46,0.61,0.54
tm245042,Soumendra Padhi,Budhia Singh: Born to Run,7.6,6.1,1503.0,1.495,0.44,0.41,0.42
tm239947,Chris Sparling,Mercy,4.1,4.2,3476.0,7.517,0.5,0.54,0.52
tm315345,Madeleine Gavin,City of Joy,7.5,7.5,525.0,1.239,0.36,0.4,0.38
tm239774,Christopher Louie,XOXO,5.3,6.0,7021.0,16.887,0.56,0.61,0.58
tm270982,Mijke de Jong,Layla M.,6.6,6.5,1722.0,2.458,0.45,0.45,0.45
tm238829,David Feiss,Open Season: Scared Silly,,5.9,2591.0,24.391,0.48,0.64,0.56
tm233196,Ali Scher,Jessica Darling's It List,5.4,6.0,994.0,9.284,0.41,0.56,0.48
tm246056,Jeremy Konner,Garfunkel and Oates: Trying to be Special,7.3,7.4,919.0,3.186,0.4,0.47,0.44
tm246056,Riki Lindhome,Garfunkel and Oates: Trying to be Special,7.3,7.4,919.0,3.186,0.4,0.47,0.44
tm311494,Andrea Molaioli,Slam,6.1,5.8,1329.0,11.308,0.43,0.57,0.5
tm244635,Christopher Murray,The Blind Christ,5.8,4.9,275.0,6.235,0.31,0.53,0.42
tm227044,Vikas Bahl,Shaandaar,3.6,4.9,5723.0,3.961,0.54,0.49,0.52
tm246579,Linas Phillips,Rainbow Time,5.9,5.9,726.0,3.352,0.38,0.48,0.43
tm244868,Ridha Behi,The Flower of Aleppo,5.4,6.2,128.0,1.4,0.25,0.41,0.33
tm245155,Ali F. Mostafa,The Worthy,5.1,4.8,2004.0,5.348,0.46,0.51,0.48
tm245293,Milind Dhaimade,You Are My Sunday,7.7,7.0,1678.0,1.728,0.45,0.42,0.44
tm456667,,Black,4.3,,74.0,0.6,0.21,0.34,0.28
tm232832,Vibeke Idsøe,The Lion Woman,6.6,6.9,1410.0,17.587,0.43,0.61,0.52
tm239933,Jorge Michel Grau,7:19,5.8,6.4,649.0,8.11,0.37,0.55,0.46
tm228657,Mathieu Auvray,Cosmos Laundromat,,6.7,2591.0,2.371,0.48,0.45,0.46
tm247644,Lars Büchel,Schubert in Love,5.0,5.2,371.0,3.314,0.33,0.47,0.4
tm212968,G.J. Echternkamp,Frank and Cindy,6.1,5.4,863.0,2.311,0.4,0.45,0.43
tm211424,,Dharam Sankat Mein,6.3,7.0,2262.0,3.51,0.47,0.48,0.48
tm230927,Ian Edelman,Puerto Ricans in Paris,5.3,5.7,1856.0,5.176,0.45,0.51,0.48
tm244577,Zhao Tianyu,Love O2O,6.4,6.9,1039.0,7.811,0.41,0.54,0.48
tm227523,Biyi Bandele,Fifty,6.0,5.3,265.0,2.484,0.3,0.45,0.38
tm230426,Vince Marcello,"Liar, Liar, Vampire",5.7,7.1,964.0,9.086,0.4,0.56,0.48
tm240728,,Patton Oswalt: Talking for Clapping,6.7,6.6,2001.0,3.337,0.46,0.48,0.47
tm283938,Cristina Jacob,Selfie 69,6.1,6.8,1700.0,4.445,0.45,0.5,0.48
tm236705,Raúl Campos,Ricardo O'Farrill: Abrazo Genial,5.5,5.2,117.0,1.481,0.24,0.41,0.32
tm236705,Jan Suter,Ricardo O'Farrill: Abrazo Genial,5.5,5.2,117.0,1.481,0.24,0.41,0.32
tm244923,Ozan Açıktan,My Mother's Wound,7.3,6.9,3692.0,4.392,0.51,0.5,0.5
tm266622,Bobcat Goldthwait,Iliza Shlesinger: Confirmed Kills,6.6,6.4,2880.0,5.957,0.49,0.52,0.5
tm134052,Prashant Nair,Umrika,6.6,5.8,1472.0,2.265,0.44,0.44,0.44
tm246543,Sébastien Betbeder,Journey to Greenland,6.3,6.2,1343.0,3.262,0.43,0.47,0.45
tm272484,Oz Rodriguez,Michael Che Matters,7.2,6.8,2657.0,3.242,0.48,0.47,0.48
tm252609,Izu Ojukwu,'76,5.6,7.2,227.0,2.062,0.29,0.44,0.36
tm234064,Assad Fouladkar,Halal Love,6.3,5.8,382.0,1.352,0.33,0.4,0.36
tm240733,Marcel Barrena,100 Meters,7.5,7.5,6248.0,8.137,0.55,0.55,0.55
tm230478,Lance Bangs,Brent Morin: I'm Brent Morin,6.5,7.3,691.0,1.929,0.38,0.43,0.4
tm267419,Anthony Giordano,Joe Rogan: Triggered,7.4,6.7,4547.0,3.272,0.52,0.47,0.5
tm232930,Umesh Ghadge,Kyaa Kool Hain Hum 3,1.9,3.1,4356.0,4.658,0.52,0.5,0.51
tm149212,Petra Costa,Olmo and the Seagull,7.2,7.1,676.0,2.034,0.38,0.44,0.41
tm149212,Lea Glob,Olmo and the Seagull,7.2,7.1,676.0,2.034,0.38,0.44,0.41
tm243931,Estela Renner,The Beginning of Life,7.5,7.7,940.0,1.134,0.4,0.39,0.4
tm307997,Florian Schnell,Offline: Are You Ready for the Next Level?,5.0,5.4,783.0,16.734,0.39,0.61,0.5
tm235227,Rodrigo Pelmonto,Bill Hicks: Reflections,,6.7,2591.0,2.465,0.48,0.45,0.46
tm219699,Kabir Khan,Phantom,5.9,5.6,9281.0,3.083,0.58,0.47,0.52
tm234136,Andrew Goth,MindGamers,3.6,4.3,1111.0,1.593,0.41,0.42,0.42
tm239764,Alex Coletti,David Cross: Making America Great Again,6.5,6.7,1674.0,2.286,0.45,0.45,0.45
tm225675,Michael Simon,Jeff Dunham: Unhinged in Hollywood,6.7,6.2,722.0,1.77,0.38,0.42,0.4
tm244380,Olivia M. Lamasan,Barcelona: A Love Untold,6.6,6.0,766.0,3.331,0.39,0.48,0.44
tm526163,,Dinosaur World,,,2591.0,5.862,0.48,0.52,0.5
tm244079,Raúl Campos,Sofía Niño de Rivera: Exposed,7.3,7.3,304.0,2.632,0.32,0.46,0.39
tm244079,Jan Suter,Sofía Niño de Rivera: Exposed,7.3,7.3,304.0,2.632,0.32,0.46,0.39
tm263743,Rocky Soraya,The Doll,5.2,5.3,764.0,6.038,0.39,0.52,0.46
tm246485,Pawan Kumar,U Turn,7.5,6.8,3310.0,2.982,0.5,0.47,0.48
tm267017,Johan Brisinger,I Love You,4.7,4.5,1008.0,2.205,0.41,0.44,0.42
tm224255,Mir-Jean Bou Chaaya,Very Big Shot,6.9,6.7,1405.0,1.669,0.43,0.42,0.42
tm234292,Jorge Hernández Aldana,The Heirs,5.7,5.7,223.0,1.309,0.29,0.4,0.34
tm238717,Mahmoud Sabbagh,Barakah Meets Barakah,6.3,6.5,1705.0,2.115,0.45,0.44,0.44
tm271974,Ali Samadi Ahadi,Pettson and Findus: The Best Christmas Ever,5.5,5.4,356.0,2.616,0.33,0.46,0.4
tm193378,Ryan Polito,Iliza Shlesinger: Freezing Hot,6.8,6.7,2616.0,3.345,0.48,0.48,0.48
tm201855,Nikkhil Advani,Katti Batti,4.6,5.6,3157.0,1.508,0.49,0.41,0.45
tm232267,,Mike Epps: Don't Take It Personal,4.4,5.1,288.0,2.565,0.31,0.45,0.38
tm272012,Karen J. Lloyd,Ghost Patrol,5.1,4.3,226.0,2.149,0.29,0.44,0.36
tm217986,Karan Anshuman,Bangistan,4.5,6.4,1284.0,4.372,0.43,0.5,0.46
tm215911,Nikon Basu,Ludo,2.8,2.8,852.0,3.316,0.39,0.48,0.44
tm215911,Qaushiq Mukherjee,Ludo,2.8,2.8,852.0,3.316,0.39,0.48,0.44
tm327551,Hernán Zin,Born in Syria,7.7,7.2,280.0,2.143,0.31,0.44,0.38
tm238486,John Asher,Theo Von: No Offense,5.6,6.4,875.0,2.294,0.4,0.45,0.43
tm295349,Raúl Campos,Ricardo O'Farrill: abrazo navideño,5.7,5.7,71.0,1.235,0.2,0.4,0.3
tm295349,Jan Suter,Ricardo O'Farrill: abrazo navideño,5.7,5.7,71.0,1.235,0.2,0.4,0.3
tm233648,Robb Wells,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",6.5,5.6,1062.0,2.368,0.41,0.45,0.43
tm233648,John Paul Tremblay,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",6.5,5.6,1062.0,2.368,0.41,0.45,0.43
tm233648,Mike Smith,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",6.5,5.6,1062.0,2.368,0.41,0.45,0.43
tm233648,Gary Howsam,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",6.5,5.6,1062.0,2.368,0.41,0.45,0.43
tm286268,Robert McCullough Jr.,#Rucker50,5.2,3.7,120.0,1.645,0.24,0.42,0.33
tm214589,Dan Villegas,The Breakup Playlist,6.5,6.8,305.0,1.875,0.32,0.43,0.38
tm811691,,Thomas & Friends: Full Steam To The Rescue!,,10.0,2591.0,0.957,0.48,0.38,0.43
tm375681,David Lam,S Storm,5.1,5.7,721.0,2.201,0.38,0.44,0.41
tm316567,Yudai Yamaguchi,HiGH&LOW: The Red Rain,6.1,7.8,296.0,2.529,0.31,0.45,0.38
tm218683,Will Eisenberg,The Massively Mixed-Up Middle School Mystery,7.3,,81.0,2.528,0.21,0.45,0.33
tm243070,,Those who fear are dead,3.6,2.0,88.0,0.763,0.22,0.36,0.29
tm247444,,Poshter Girl,6.6,8.0,330.0,1.611,0.32,0.42,0.37
tm224275,Mai Masri,3000 Nights,7.0,5.9,720.0,2.069,0.38,0.44,0.41
tm66466,Bejoy Nambiar,Wazir,7.2,6.6,18681.0,5.319,0.63,0.51,0.57
tm340927,Suhas Kadav,Motu Patlu: King Of Kings,6.5,9.0,165.0,2.208,0.27,0.44,0.36
tm219739,Nuel C. Naval,The Love Affair,6.3,5.7,259.0,1.539,0.3,0.41,0.36
tm231911,Mae Cruz-Alviar,Everyday I Love You,7.0,7.8,496.0,1.504,0.35,0.41,0.38
tm242002,Jay Karas,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,5.9,6.2,652.0,1.921,0.37,0.43,0.4
tm554110,Kunle Afolayan,The CEO,5.6,,121.0,2.017,0.24,0.44,0.34
tm211273,Lance Bangs,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),6.8,6.9,1506.0,2.027,0.44,0.44,0.44
tm860487,,Pac’s Scary Halloween,,7.4,2591.0,1.989,0.48,0.43,0.45
tm273933,Benjamin Dickinson,Reggie Watts: Spatial,6.0,6.1,515.0,1.945,0.36,0.43,0.4
tm549892,S.A. Zaidi,Aerials,1.5,,388.0,1.81,0.33,0.43,0.38
tm528287,,Chhota Bheem in African Safari,6.5,,12.0,5.862,0.07,0.52,0.3
tm317850,Niyi Akinmolayan,Meet The in-Laws,6.0,5.0,24.0,1.512,0.12,0.41,0.26
tm494288,Charles Uwagbai,Brother Jekwu,,,2591.0,1.4,0.48,0.41,0.44
tm452046,Doesjka van Hoogdalem,Hans Teeuwen: Echte Rancune,,6.3,2591.0,0.724,0.48,0.35,0.42
tm207734,Bill D'Elia,Chris D'Elia: Incorrigible,6.4,6.2,1540.0,2.593,0.44,0.46,0.45
tm244842,Eduardo Roy Jr.,Ordinary People,7.3,6.3,516.0,2.117,0.36,0.44,0.4
tm350159,Tolu Lordtanner,Couple Of Days,6.4,4.0,21.0,0.671,0.11,0.35,0.23
tm226320,Burak Aksak,Kara Bela,6.7,6.6,9056.0,3.656,0.58,0.48,0.53
tm279828,Theodore Boborol,Vince & Kath & James,6.8,6.4,373.0,1.936,0.33,0.43,0.38
tm319354,Motonori Sakakibara,Santa Pac's Merry Berry Day,,5.5,2591.0,1.605,0.48,0.42,0.45
tm275726,Raúl Campos,Carlos Ballarta: el amor es de putos,7.0,6.5,235.0,3.487,0.3,0.48,0.39
tm275726,Jan Suter,Carlos Ballarta: el amor es de putos,7.0,6.5,235.0,3.487,0.3,0.48,0.39
tm311456,Tolga Örnek,Sen Benim HerŞeyimsin,6.2,6.3,2707.0,3.082,0.48,0.47,0.48
tm350374,Farhan Alam,Saawan,7.3,7.4,253.0,2.513,0.3,0.45,0.38
tm296203,,A Chaster Marriage,5.4,5.1,874.0,1.508,0.4,0.41,0.4
tm235232,,Misunderstanding,4.3,,780.0,1.441,0.39,0.41,0.4
tm234773,,Eddie: Strongman,7.4,6.8,1168.0,1.814,0.42,0.43,0.42
tm243849,Dan Krauss,Extremis,,7.1,2591.0,4.355,0.48,0.5,0.49
tm257141,Troy Miller,Cedric the Entertainer: Live from the Ville,6.2,6.0,696.0,1.519,0.38,0.41,0.4
tm234069,Selçuk Aydemir,Wedding Association 2: Circumcision,6.3,6.2,10439.0,3.703,0.59,0.48,0.53
tm278279,,One in a Billion,6.7,7.0,545.0,1.674,0.36,0.42,0.39
tm232947,Qaushiq Mukherjee,Brahman Naman,5.5,5.6,1901.0,2.608,0.46,0.46,0.46
tm290157,Pierre Deschamps,XV Beyond the Tryline,6.8,7.5,76.0,1.278,0.21,0.4,0.3
tm247396,,Virunga: Gorillas in Peril,6.6,7.0,32.0,1.46,0.14,0.41,0.28
tm246810,Akashdeep Saigal,Santa Banta Pvt Ltd,2.7,3.8,283.0,2.241,0.31,0.44,0.38
tm239078,Kumaran,Jada,5.4,4.0,159.0,0.886,0.27,0.37,0.32
tm562821,,Grandmother's Farm Part 2,5.4,,61.0,5.862,0.19,0.52,0.36
tm282988,Volker Weicker,Dieter Nuhr: Nuhr in Berlin,4.7,6.2,70.0,1.004,0.2,0.38,0.29
tm215265,Basil Khalil,Ave Maria,,5.9,2591.0,2.209,0.48,0.44,0.46
tm211571,Hakan Algul,Niyazi Gül Dörtnala,4.5,4.2,3170.0,2.395,0.49,0.45,0.47
tm242906,Priyadarshan,Sila Samayangalil,5.8,7.6,32.0,2.974,0.14,0.47,0.3
tm368725,Cristina Jacob,Love Is a Story,6.0,7.0,365.0,1.654,0.33,0.42,0.38
tm1223831,,Motu Patlu Aur Khazaane Ki Race,,,2591.0,5.862,0.48,0.52,0.5
tm203056,Kıvanç Baruönü,Husband Factor,6.2,5.8,5092.0,4.497,0.53,0.5,0.52
tm233463,Kıvanç Baruönü,Husband Factor: Resurrection,5.3,6.1,310.0,2.76,0.32,0.46,0.39
tm313374,Juraj Šajmovič,The Tour,,7.0,2591.0,0.6,0.48,0.34,0.41
tm283909,Joyce E. Bernal,The Super Parental Guardians,4.4,6.7,208.0,1.339,0.29,0.4,0.34
tm235005,Curtis Graham,Oloibiri,5.1,,183.0,1.396,0.28,0.41,0.34
tm533845,,Sam Kinison: The Scream Continues,6.1,7.0,39.0,0.632,0.16,0.34,0.25
tm267112,Jean-Claude Barny,Gang of the Caribbean,5.1,4.8,299.0,3.637,0.31,0.48,0.4
tm247767,Şenol Sönmez,Kiss of Life,5.9,4.3,1248.0,1.511,0.42,0.41,0.42
tm198842,Muharrem Gülmez,Souk Bazaar,5.2,5.1,1900.0,1.672,0.46,0.42,0.44
tm232855,Joyce E. Bernal,Everything About Her,7.2,8.1,332.0,2.11,0.32,0.44,0.38
tm421214,James Jones,Saudi Arabia Uncovered,,6.5,2591.0,1.781,0.48,0.43,0.45
tm350044,Mahdi Fleifel,A Man Returned,,6.5,2591.0,1.21,0.48,0.39,0.44
tm424879,Shigeaki Kubo,Road To High & Low,6.6,6.0,185.0,4.102,0.28,0.49,0.38
tm245050,Niyi Akinmolayan,The Arbitration,5.0,6.9,124.0,1.811,0.25,0.43,0.34
tm247159,Namcito,The Last Egg,4.8,6.0,101.0,1.02,0.23,0.38,0.3
tm247159,Bảo Nhân,The Last Egg,4.8,6.0,101.0,1.02,0.23,0.38,0.3
tm244041,,Jandino: Whatever it Takes,4.5,5.0,30.0,1.4,0.14,0.41,0.28
tm407961,Walter Taylaur,Gbomo Gbomo Express,5.0,5.0,50.0,0.714,0.18,0.35,0.26
tm225416,Brett Weiner,Janoskians: Untold and Untrue,3.7,5.1,161.0,1.889,0.27,0.43,0.35
tm198786,Mae Cruz-Alviar,Crazy Beautiful You,7.0,7.0,853.0,2.393,0.39,0.45,0.42
tm232090,Amy Rice,Snervous Tyler Oakley,5.4,5.7,473.0,2.707,0.35,0.46,0.4
tm571645,Kevin Layne,Sommore: The Reign Continues,7.0,7.0,79.0,0.956,0.21,0.38,0.3
tm350727,Ali Bin Matar,Hajwala: The Missing Engine,2.0,6.2,255.0,1.389,0.3,0.41,0.36
tm350727,Ibrahim Bin Mohamed,Hajwala: The Missing Engine,2.0,6.2,255.0,1.389,0.3,0.41,0.36
tm212909,Theodore Boborol,Just the Way You Are,6.3,7.6,511.0,2.177,0.35,0.44,0.4
tm233121,Meltem Bozoflu,Dedemin Fişi,5.5,5.8,3524.0,3.847,0.5,0.49,0.5
tm272666,Maryo J. de los Reyes,The Unmarried Wife,5.9,6.5,189.0,1.812,0.28,0.43,0.36
tm245791,Upi Avianto,My Stupid Boss,7.1,6.9,1536.0,2.471,0.44,0.45,0.44
tm271333,Jason Paul Laxamana,The Third Party,6.1,5.6,275.0,2.802,0.31,0.46,0.38
tm409220,Dare Olaitan,Ojukokoro (Greed),6.6,5.5,63.0,0.954,0.19,0.37,0.28
tm421382,,Lakeeran,6.3,,34.0,0.712,0.15,0.35,0.25
tm1063792,Jörn Donner,,,,2591.0,5.862,0.48,0.52,0.5
tm234735,Rikhil Bahadur,Time Out,6.0,7.2,414.0,1.167,0.34,0.39,0.36
tm312676,Debra Granik,Leave No Trace,7.1,6.8,58727.0,14.795,0.72,0.6,0.66
tm239091,Denis Villeneuve,Blade Runner 2049,8.0,7.5,549712.0,67.788,0.89,0.72,0.8
tm313149,,12 Strong,6.5,6.2,79980.0,67.199,0.74,0.72,0.73
tm244208,Andy Muschietti,It,7.3,7.234,527626.0,95.827,0.89,0.75,0.82
tm244259,Taylor Sheridan,Wind River,7.7,7.427,244463.0,26.743,0.83,0.64,0.74
tm310953,Boots Riley,Sorry to Bother You,6.9,6.8,77407.0,10.334,0.74,0.57,0.66
tm232797,Christopher Nolan,Dunkirk,7.8,7.5,619645.0,36.684,0.9,0.67,0.78
tm366889,Adam McKay,Vice,7.2,7.059,139439.0,16.962,0.79,0.61,0.7
tm315174,Paul Thomas Anderson,Phantom Thread,7.4,7.3,130006.0,14.833,0.78,0.6,0.69
tm315344,Aaron Sorkin,Molly's Game,7.4,7.147,167955.0,25.929,0.8,0.64,0.72
tm318206,Christian Gudegast,Den of Thieves,7.0,6.7,110108.0,47.326,0.77,0.69,0.73
tm266714,Dax Shepard,CHiPS,6.0,6.1,46783.0,34.887,0.7,0.66,0.68
tm425889,Joel Coen,The Ballad of Buster Scruggs,7.3,7.145,144294.0,32.555,0.79,0.66,0.73
tm425889,Ethan Coen,The Ballad of Buster Scruggs,7.3,7.145,144294.0,32.555,0.79,0.66,0.73
tm244220,Joe Wright,Darkest Hour,7.4,7.351,193208.0,21.927,0.81,0.63,0.72
tm367185,Morgan Neville,Won't You Be My Neighbor?,8.4,8.1,25061.0,8.47,0.65,0.55,0.6
tm287684,David Bruckner,The Ritual,6.3,6.2,95551.0,24.321,0.76,0.64,0.7
tm244174,Bong Joon-ho,Okja,7.3,7.415,116305.0,25.911,0.77,0.64,0.7
tm288010,Scott Mann,Final Score,5.7,6.1,11967.0,17.411,0.6,0.61,0.6
tm300280,Catherine Bainbridge,Rumble: The Indians Who Rocked the World,7.7,8.2,830.0,1.771,0.39,0.42,0.4
tm244364,Jennifer Kent,The Nightingale,7.3,7.2,29758.0,25.696,0.67,0.64,0.66
tm359978,Jang Hang-jun,Forgotten,7.4,8.0,31208.0,33.53,0.67,0.66,0.66
tm414073,Brian A. Miller,Backtrace,3.8,5.4,4453.0,19.984,0.52,0.62,0.57
tm412550,Claire Scanlon,Set It Up,6.5,6.9,51861.0,18.364,0.71,0.61,0.66
tm299741,Gilles Paquet-Brenner,Crooked House,6.3,6.4,24033.0,10.188,0.65,0.57,0.61
tm239286,Julius Onah,The Cloverfield Paradox,5.5,5.6,104068.0,21.122,0.76,0.62,0.69
tm272060,Tommy Wirkola,What Happened to Monday,6.8,7.2,121772.0,60.669,0.77,0.71,0.74
tm266666,Mike Flanagan,Gerald's Game,6.5,6.4,106451.0,21.014,0.76,0.62,0.69
tm288499,Alfonso Cuarón,Roma,7.7,7.7,155787.0,12.745,0.79,0.58,0.68
tm370212,Baltasar Kormákur,Adrift,6.6,6.9,55597.0,17.991,0.71,0.61,0.66
tm244191,Sofia Coppola,The Beguiled,6.8,5.9,21.0,26.24,0.11,0.64,0.38
tm350379,Pascal Laugier,Ghostland,6.4,7.4,31379.0,34.263,0.67,0.66,0.66
tm350,Ana Lily Amirpour,The Bad Batch,5.2,5.3,31275.0,18.249,0.67,0.61,0.64
